b,p_v,f,T
0.012231540180442237,2492.021151378057,500000,25
0.012752070169792655,2762.9899825260118,500000,25
0.013387418272862965,3112.4576314230026,500000,25
0.014152382654717735,3590.644540186084,500000,25
0.014754656733359312,4044.795338205429,500000,25
0.01559774586656377,4666.223292703072,500000,25
0.016489009572675812,5469.291042181511,500000,25
0.01743120057306665,6309.573444801933,500000,25
0.018299677618038565,7051.408292993673,500000,25
0.01907844552912016,7880.462815669913,500000,25
0.019890354978101453,8737.341497011028,500000,25
0.020593278373701607,9610.77966237592,500000,25
0.021321043020281247,10655.803590079924,500000,25
0.022228389285147584,11721.0229753348,500000,25
0.022854638641349907,12790.765937960226,500000,25
0.02399332836888417,14294.613383568447,500000,25
0.024841250483264427,15848.931924611134,500000,25
0.02571913809059346,17433.28822199988,500000,25
0.02681365133086426,19638.2800192977,500000,25
0.027954743085115915,21947.2095538076,500000,25
0.029347536000655157,24527.60662977702,500000,25
0.03059646069668877,27629.899825260123,500000,25
0.03167773692679837,30151.598738257373,500000,25
0.03279722536378347,33165.737202888886,500000,25
0.03419295632795351,37360.595771877524,500000,25
0.03564808453999241,42086.02715178155,500000,25
0.03742418383908706,47409.13908963294,500000,25
0.03874675120456132,52148.446976607884,500000,25
0.04011605798441369,57361.52510448679,500000,25
0.041533755945437636,63095.73444801933,500000,25
0.04300155522771981,69403.1704750398,500000,25
0.04483154546235328,76949.69389486882,500000,25
0.04673941344445705,86682.42140342023,500000,25
0.04872847336852036,96873.92507403284,500000,25
0.05045053333177004,107407.46899339705,500000,25
0.052597525058936105,119086.3732087994,500000,25
0.054456316968647944,130990.97638483817,500000,25
0.056773780319426724,146391.96536310096,500000,25
0.05878016072274912,161026.20275609393,500000,25
0.06128163118220534,181393.0693911063,500000,25
0.06388955515220993,201116.76554194666,500000,25
0.06707273303089809,226554.35440481157,500000,25
0.06896240012915231,247231.29760223528,500000,25
0.07189718976931588,274113.8847333373,500000,25
0.07392277822865939,301515.9873825739,500000,25
0.07706866357069043,336966.09644051763,500000,25
0.07923995004248023,367719.9914775936,500000,25
0.08261211493285861,410953.8972940927,500000,25
0.08612778693097498,459270.9387993504,500000,25
0.08917153534631006,513268.7549978094,500000,25
0.09296635248784985,573615.2510448681,500000,25
0.09558553094685293,630957.344480193,500000,25
0.09827850057455872,699564.2156712627,500000,25
0.01257614428401006,2027.1997861436662,500000,80
0.013020584116954542,2194.7209553807606,500000,80
0.01357469295457841,2414.11870301503,500000,80
0.014152382654717735,2719.4605220720855,500000,80
0.014754656733359312,2991.3144504086927,500000,80
0.015276085004666996,3290.3445623126686,500000,80
0.015815940505223884,3590.644540186084,500000,80
0.016489009572675812,4012.807031942776,500000,80
0.017310543709017384,4556.387897733955,500000,80
0.01792229680125852,4972.235891449995,500000,80
0.018815241799500157,5556.836085104308,500000,80
0.01961595025232275,6259.674117181422,500000,80
0.020593278373701607,6940.3170475039815,500000,80
0.021469653614629398,7756.31025027417,500000,80
0.022228389285147584,8464.205655276844,500000,80
0.02317434891632924,9384.557359249331,500000,80
0.02432896761179072,10487.926983971081,500000,80
0.025364320238283423,11445.12893701238,500000,80
0.026443733717595307,12689.61003167922,500000,80
0.027378252941489656,13847.753058820772,500000,80
0.02834579799256691,14992.08614309617,500000,80
0.029347536000655157,16360.36932796837,500000,80
0.03059646069668877,17995.852040347323,500000,80
0.03167773692679837,19482.97047624236,500000,80
0.03279722536378347,21430.607522871356,500000,80
0.03419295632795351,23760.855268983705,500000,80
0.035401332397365794,25929.437974046672,500000,80
0.03690788471244186,28978.037194176348,500000,80
0.03821220611218821,31874.859259722878,500000,80
0.03928877397186745,34783.98301534719,500000,80
0.04067723578864635,37958.613857813165,500000,80
0.042114765723917154,42421.51817220515,500000,80
0.043603097840671894,45927.09387993504,500000,80
0.04514402748353624,50118.72336272722,500000,80
0.046415888336127795,56011.32701693824,500000,80
0.04839118020492505,61610.562290741305,500000,80
0.0497545243978151,66701.85793059216,500000,80
0.051156278635271425,73369.78414559204,500000,80
0.05296413702312636,80066.02648077543,500000,80
0.054456316968647944,86682.42140342023,500000,80
0.05638079842097113,96107.79662375925,500000,80
0.05878016072274912,107407.46899339705,500000,80
0.06043619784437208,116283.2714246901,500000,80
0.06257200776092212,129955.032877224,500000,80
0.06478329701208181,141815.64284025456,500000,80
0.06660846290809161,153534.8243768227,500000,80
0.06896240012915231,172954.16879649623,500000,80
0.07239832304377228,196382.80019297698,500000,80
0.07495687341281868,217736.39817364697,500000,80
0.07706866357069043,239502.66199874855,500000,80
0.07923995004248023,261361.35878164595,500000,80
0.0820402829079505,289780.37194176327,500000,80
0.0849395792906015,329034.4562312667,500000,80
0.08733261623828432,359064.45401860843,500000,80
0.08979307317887043,391835.20053311,500000,80
0.09232284956295009,431005.4468598793,500000,80
0.09426684551178856,470342.0341698635,500000,80
0.09625177520852356,505182.474513909,500000,80
0.09827850057455872,542603.7096736028,500000,80
0.01257614428401006,2126.1123338996563,500000,100
0.012930457057658993,2301.8073130224666,500000,100
0.01329475202765807,2511.8864315095802,500000,100
0.013764587395062632,2741.1388473333727,500000,100
0.01425102670302998,3039.195382313197,500000,100
0.014754656733359312,3369.6609644051746,500000,100
0.015276085004666996,3677.199914775938,500000,100
0.016148968833690516,4175.318936560401,500000,100
0.016489009572675812,4556.387897733955,500000,100
0.01707172972079129,4972.235891449995,500000,100
0.01779824062282516,5556.836085104308,500000,100
0.01855566919397672,6210.169418915617,500000,100
0.019211424911349452,6830.975986418831,500000,100
0.02002899348055556,7573.739175895008,500000,100
0.02088135480295086,8464.205655276844,500000,100
0.022074526805465247,9764.616075829728,500000,100
0.023013938607532255,10826.367338740547,500000,100
0.02399332836888417,12003.567661352045,500000,100
0.024841250483264427,13099.097638483816,500000,100
0.02571913809059346,14408.563660065656,500000,100
0.026628050168756624,15723.590480619729,500000,100
0.02776124341067785,17433.28822199988,500000,100
0.02894266124716752,19024.37267172322,500000,100
0.03017435594207192,21430.607522871356,500000,100
0.03145846709614363,23760.855268983705,500000,100
0.03279722536378347,26554.4879314094,500000,100
0.03419295632795351,29441.878575155544,500000,100
0.03564808453999241,32903.44562312668,500000,100
0.03690788471244186,36192.675555260925,500000,100
0.03821220611218821,39495.873582881875,500000,100
0.03956262211548852,43790.44014143727,500000,100
0.04124626382901352,48551.974518470175,500000,100
0.04300155522771981,54692.9104218151,500000,100
0.04545868754726837,63095.73444801933,500000,100
0.04772358183632582,71642.77737482052,500000,100
0.04941012902120638,79432.82347242814,500000,100
0.051156278635271425,86682.42140342023,500000,100
0.05296413702312636,98424.55236069548,500000,100
0.05560297632845825,111757.29000829508,500000,100
0.05756798062171022,125892.54117941676,500000,100
0.05960242799386662,141815.64284025456,500000,100
0.06128163118220534,157235.90480619716,500000,100
0.06388955515220993,178535.31656152202,500000,100
0.06614740641230152,201116.76554194666,500000,100
0.06754023918014203,219472.09553807598,500000,100
0.0694430775172669,239502.66199874855,500000,100
0.07090530557898195,259294.37974046668,500000,100
0.07341109284213124,287488.6408375906,500000,100
0.07547933310195122,318748.5925972288,500000,100
0.0781467660954836,353407.58155419043,500000,100
0.08147240904178185,394958.7358288186,500000,100
0.0837677640068292,434441.2298729364,500000,100
0.08553161980897814,474091.39089632937,500000,100
0.08794133655242681,521484.4697660791,500000,100
0.09041894321537686,578187.855753066,500000,100
0.09361434071640208,656510.0508445236,500000,100
0.09625177520852356,705140.8292993675,500000,100
